age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor_3m,nr_employed,y,date,latitude,longitude,id,default_str,housing_str,loan_str,contact_month,contact_year,pdays_clean,pdays_label
32.0,technician,married,high_school,False,True,False,cellular,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-06-24,48.302,-71.64,95eb91a1_6c00_43c2_acb4_f41562de3c42,no,yes,no,june,2019.0,,sin contacto previo
35.0,technician,single,university_degree,False,True,False,cellular,439,3,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,yes,2016-03-12,41.909,-99.792,e26e2948_3230_4165_b07d_d368a5b886b4,no,yes,no,march,2016.0,,sin contacto previo
36.0,technician,single,professional_course,False,unknown,unknown,cellular,217,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-01-07,27.636,-104.944,bab12546_91fb_4ee4_9a5e_0971bfb87711,no,,,january,2016.0,,sin contacto previo
51.0,blue_collar,married,basic_9y,unknown,True,False,cellular,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-01-31,32.299,-103.045,6e7d7791_d3b5_4fff_977d_9b1eaa42a500,,yes,no,january,2018.0,,sin contacto previo
32.0,technician,married,professional_course,False,False,False,cellular,252,1,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2016-11-03,40.254,-69.155,d192c617_7e30_44a2_be34_fd1ffe86533e,no,no,no,november,2016.0,,sin contacto previo
36.0,technician,single,university_degree,unknown,False,False,cellular,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-02-13,39.695,-77.307,1b9a9fa2_5a46_415c_bc2d_f61521f2ceb5,,no,no,february,2015.0,,sin contacto previo
36.0,admin_,divorced,university_degree,False,False,False,cellular,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-10-30,33.185,-88.93,44d9234c_e325_4d4c_afdc_b91ab37db336,no,no,no,october,2018.0,,sin contacto previo
60.0,services,married,high_school,unknown,False,False,cellular,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-02-02,40.507,-117.366,d4553241_f158_4b00_b1ad_5ae78ccda861,,no,no,february,2016.0,,sin contacto previo
39.0,technician,divorced,professional_course,False,True,True,cellular,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2016-01-04,31.901,-107.456,93de1acb_7716_4684_a03d_a460e7b61bb7,no,yes,yes,january,2016.0,,sin contacto previo
38.0,technician,married,high_school,False,False,False,cellular,197,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-01-06,39.153,-120.603,3cb3db11_c553_4374_b6da_1ca1ef5304c5,no,no,no,january,2017.0,,sin contacto previo
38.0,technician,single,university_degree,False,True,False,cellular,171,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-09-27,32.84,-97.874,43bd2fb8_9ffe_4f5c_8ae1_66c412e6eeb9,no,yes,no,september,2019.0,,sin contacto previo
38.0,technician,single,university_degree,False,True,False,cellular,436,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-06-24,34.235,-70.807,7dcccf25_5b66_4312_9796_9b63856059f0,no,yes,no,june,2015.0,,sin contacto previo
38.0,admin_,married,university_degree,False,True,False,cellular,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2019-05-03,35.582,-112.231,f4a6c630_8c96_4cdf_8eb0_c2eb7a07f9cc,no,yes,no,may,2019.0,,sin contacto previo
33.0,technician,married,professional_course,False,False,False,cellular,129,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-06-01,38.745,-88.441,9024c0d7_71d8_40ee_b223_a0509d25d9bf,no,no,no,june,2018.0,,sin contacto previo
41.0,technician,married,professional_course,False,False,False,cellular,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2018-11-15,36.144,-78.664,8db0519b_64cf_474d_aa1b_c5becc3257dc,no,no,no,november,2018.0,,sin contacto previo
41.0,technician,married,professional_course,False,False,False,cellular,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-08-01,25.526,-108.135,50cfa8be_83f3_4881_b15f_7b8ebea1b357,no,no,no,august,2019.0,,sin contacto previo
54.0,admin_,married,high_school,False,False,True,cellular,150,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-09-18,30.541,-79.692,684fed91_276b_477b_874e_154f6fa60224,no,no,yes,september,2018.0,,sin contacto previo
45.0,admin_,married,high_school,unknown,True,False,cellular,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-06-13,35.306,-89.241,b4dd87d2_0c17_4560_a477_83e3b4aff0bc,,yes,no,june,2017.0,,sin contacto previo
47.0,blue_collar,married,basic_6y,False,False,False,cellular,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-05-19,26.733,-110.482,41fcbd1d_58b9_4bca_a754_9ccffde37979,no,no,no,may,2016.0,,sin contacto previo
47.0,blue_collar,married,basic_6y,False,True,False,cellular,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-01-07,42.763,-73.473,ebde1f6e_4b3b_4332_a9ba_b80544b30471,no,yes,no,january,2017.0,,sin contacto previo
48.0,blue_collar,married,basic_9y,False,True,False,cellular,108,1,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2015-06-14,37.003,-109.28,0b1d6bf2_1b9d_4e31_9f5a_1087b9986e66,no,yes,no,june,2015.0,,sin contacto previo
48.0,blue_collar,married,basic_9y,False,True,False,cellular,84,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-12-04,28.644,-81.74,f8fd0727_0746_4168_91c2_a58789c811d1,no,yes,no,december,2019.0,,sin contacto previo
38.0,services,married,high_school,unknown,True,False,cellular,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-05-10,34.289,-81.487,b00adc39_c9e6_4584_8a98_2c08d6511030,,yes,no,may,2019.0,,sin contacto previo
30.0,admin_,single,university_degree,False,False,False,cellular,312,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-11-10,25.44,-94.059,a89ccab8_e4b7_453c_9d68_4e6aa2a27093,no,no,no,november,2016.0,,sin contacto previo
36.0,management,married,university_degree,False,False,False,cellular,231,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-04-30,28.579,-88.001,7fe1702c_d26b_47ca_9680_b2648497720d,no,no,no,april,2018.0,,sin contacto previo
41.0,admin_,single,university_degree,unknown,False,False,cellular,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-05-17,33.428,-85.534,052a888e_9021_4ab6_ba60_ae1c0a5eab54,,no,no,may,2015.0,,sin contacto previo
40.0,technician,married,high_school,False,False,False,cellular,370,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-12-04,38.126,-87.96,682da6d9_5913_44e0_9b30_35845e0639d0,no,no,no,december,2015.0,,sin contacto previo
31.0,self_employed,married,university_degree,False,False,False,cellular,201,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-10-03,31.05,-82.038,1a4a36a0_b722_4b59_b61c_7686f9995e60,no,no,no,october,2016.0,,sin contacto previo
51.0,housemaid,married,basic_4y,unknown,True,False,cellular,234,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-09-10,32.541,-67.474,53541583_6474_4af1_a69b_f8d693cd53a7,,yes,no,september,2019.0,,sin contacto previo
37.0,admin_,married,university_degree,unknown,True,False,cellular,191,5,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2019-12-14,46.069,-122.973,a77d57a1_66eb_4dc5_83d9_4800b15266b0,,yes,no,december,2019.0,,sin contacto previo
30.0,technician,single,university_degree,False,True,True,cellular,433,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2016-04-16,41.221,-94.751,ccff1f1a_acb6_4b82_a6ce_f057c1b662c4,no,yes,yes,april,2016.0,,sin contacto previo
48.0,admin_,married,basic_9y,False,True,False,cellular,1181,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2017-08-19,43.052,-88.888,94a3b72a_c7b2_4499_ac3c_7a59144bb9b1,no,yes,no,august,2017.0,,sin contacto previo
48.0,admin_,married,basic_9y,False,True,False,cellular,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-01-11,31.704,-69.651,104790bc_02da_4442_9339_862204c840fd,no,yes,no,january,2016.0,,sin contacto previo
53.0,management,married,university_degree,False,True,False,cellular,1133,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2017-02-01,45.899,-83.84,4620c48a_d4e9_47be_a0a1_2402ab648710,no,yes,no,february,2017.0,,sin contacto previo
37.0,technician,married,high_school,unknown,True,False,cellular,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-11-17,44.83,-98.845,f55ccd75_b353_4936_8fe8_294f985a6773,,yes,no,november,2018.0,,sin contacto previo
42.0,self_employed,married,university_degree,unknown,True,False,cellular,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-04-17,39.974,-108.569,51dcc7fa_96e1_402c_b4ea_e5a07c430a5d,,yes,no,april,2015.0,,sin contacto previo
35.0,technician,divorced,professional_course,False,True,False,cellular,536,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2017-06-06,41.96,-92.89,abd7e062_f31c_4d68_a10e_67723e94591e,no,yes,no,june,2017.0,,sin contacto previo
33.0,technician,married,high_school,False,False,False,cellular,398,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2019-12-28,31.308,-72.948,833131f6_9a81_41cf_a4bf_bca82846ca6f,no,no,no,december,2019.0,,sin contacto previo
38.0,technician,single,high_school,unknown,False,False,cellular,104,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-05-31,39.762,-113.739,e72918ea_faba_4a53_b2ec_d7db439edaa5,,no,no,may,2017.0,,sin contacto previo
49.0,management,married,university_degree,False,False,True,cellular,297,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-11-08,48.648,-93.63,eb8eb95d_efa9_4aac_b603_d7802eadf708,no,no,yes,november,2019.0,,sin contacto previo
31.0,technician,single,high_school,False,True,False,cellular,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-10-25,45.089,-75.012,fb3ee3a2_8f1f_4df7_adc8_8c7563cd7605,no,yes,no,october,2019.0,,sin contacto previo
36.0,technician,single,professional_course,False,True,True,cellular,127,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-05-28,25.424,-74.552,0e6265db_5837_4f54_9785_cad3bf8ee772,no,yes,yes,may,2019.0,,sin contacto previo
33.0,admin_,married,university_degree,False,False,True,cellular,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-07-30,34.581,-85.131,8ee46ec8_9ea2_4eb3_a689_dc7670c6d561,no,no,yes,july,2017.0,,sin contacto previo
50.0,blue_collar,married,basic_6y,unknown,False,False,cellular,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-07-05,46.795,-122.906,1a55d913_ab57_4c18_b627_98fbf16289cb,,no,no,july,2016.0,,sin contacto previo
48.0,admin_,married,university_degree,False,True,False,telephone,58,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-11-14,36.1,-114.33,014735f2_69d6_42d1_aca3_b7d61e8217ed,no,yes,no,november,2015.0,,sin contacto previo
43.0,technician,married,professional_course,unknown,False,False,cellular,926,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2018-03-21,43.618,-104.326,9364a577_c3ec_487d_ba3d_e05be52fdf7d,,no,no,march,2018.0,,sin contacto previo
35.0,unemployed,married,university_degree,False,False,False,cellular,117,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2019-01-23,29.545,-102.523,53fd7354_f9de_41f7_9345_25899b87dd81,no,no,no,january,2019.0,,sin contacto previo
38.0,admin_,divorced,university_degree,False,True,True,cellular,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-11-04,26.3,-98.165,d1e84b88_6648_4440_b582_4da89c8d287a,no,yes,yes,november,2019.0,,sin contacto previo
32.0,technician,married,university_degree,False,False,True,cellular,226,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-08-14,39.465,-89.857,91f36790_4a81_4f39_b1a2_9edb524448fa,no,no,yes,august,2018.0,,sin contacto previo
37.0,admin_,divorced,university_degree,False,False,False,cellular,355,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-08-12,35.161,-95.331,ce3cdbc0_931a_4d65_b1df_f9aea4cb4cd2,no,no,no,august,2019.0,,sin contacto previo
33.0,technician,married,professional_course,False,False,True,cellular,587,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2019-09-18,26.406,-89.604,f373b485_1dcd_4964_a9bb_dbc910782e01,no,no,yes,september,2019.0,,sin contacto previo
43.0,admin_,divorced,university_degree,unknown,False,False,cellular,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2019-08-13,32.69,-122.442,5089ffc7_9e23_4f33_b09d_49f6783fc540,,no,no,august,2019.0,,sin contacto previo
39.0,self_employed,married,basic_9y,False,False,False,cellular,139,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-10-25,31.546,-124.183,73fc791d_9e14_4a3c_89d3_d4c3519faa62,no,no,no,october,2017.0,,sin contacto previo
32.0,technician,married,university_degree,False,True,False,cellular,83,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2017-12-30,45.641,-96.164,63d700cb_ecbe_435b_a834_c7aa0f4e5bef,no,yes,no,december,2017.0,,sin contacto previo
38.0,self_employed,married,basic_4y,unknown,False,False,cellular,97,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-04-09,38.258,-118.22,ca533e67_79cb_4f39_9c30_5088df5ea304,,no,no,april,2015.0,,sin contacto previo
45.0,admin_,married,university_degree,False,False,False,cellular,632,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-12-31,28.684,-106.505,22ce8958_c872_4ede_9bf9_61b35d7c599d,no,no,no,december,2015.0,,sin contacto previo
35.0,management,married,university_degree,False,False,False,cellular,186,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-12-01,41.281,-111.249,680ee24c_c7e2_485c_97bc_29199ee87c23,no,no,no,december,2017.0,,sin contacto previo
35.0,self_employed,married,university_degree,False,False,False,cellular,112,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-10-06,26.063,-68.506,43afe61a_f6cc_4e00_ac83_a15fd4b3e76b,no,no,no,october,2017.0,,sin contacto previo
32.0,admin_,divorced,university_degree,False,False,False,cellular,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2017-10-13,38.721,-107.964,237d7aee_e385_4036_a5ac_ab70bdf3d8b8,no,no,no,october,2017.0,,sin contacto previo
35.0,management,married,university_degree,False,False,False,cellular,253,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-01-30,33.774,-107.518,54b4cb9a_17f1_4e43_a986_d212a5983fe5,no,no,no,january,2018.0,,sin contacto previo
35.0,technician,married,high_school,unknown,False,False,cellular,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2015-12-23,40.777,-86.41,7683c68c_ae36_4d8c_bd91_048366107622,,no,no,december,2015.0,,sin contacto previo
35.0,management,married,university_degree,False,True,False,cellular,284,1,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2016-07-14,45.87,-97.844,87820fa2_2199_44ff_85f7_0413c2749d22,no,yes,no,july,2016.0,,sin contacto previo
35.0,technician,married,high_school,unknown,False,True,cellular,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-05-18,30.505,-105.021,fc6828c4_6396_430e_a87d_aeb6ba0ba3ae,,no,yes,may,2019.0,,sin contacto previo
35.0,management,married,university_degree,False,unknown,unknown,cellular,696,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2018-08-25,28.077,-117.295,32314438_72ad_43dc_a876_289845014de8,no,,,august,2018.0,,sin contacto previo
33.0,admin_,married,university_degree,False,False,False,cellular,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2016-07-24,37.863,-99.34,109e4241_f4b6_439e_8882_a7f0cebbad45,no,no,no,july,2016.0,,sin contacto previo
32.0,technician,single,university_degree,False,True,False,cellular,114,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-09-12,42.486,-91.605,37938530_1b99_4a0f_9d2a_1e7a89761c5f,no,yes,no,september,2017.0,,sin contacto previo
42.0,admin_,single,university_degree,False,False,False,cellular,105,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-05-21,46.926,-119.696,f2db2145_c776_4ee7_8070_7554ead2981c,no,no,no,may,2015.0,,sin contacto previo
42.0,technician,single,university_degree,False,True,False,cellular,578,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-01-24,46.179,-71.68,47638979_6057_437e_a5ed_b885a6f0803b,no,yes,no,january,2018.0,,sin contacto previo
29.0,management,married,university_degree,False,True,True,cellular,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-12-30,33.196,-71.022,5c1faf74_1bef_422f_83ac_920c2c97f8bc,no,yes,yes,december,2016.0,,sin contacto previo
59.0,retired,married,basic_9y,unknown,True,False,cellular,464,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-10-23,40.844,-118.876,93b139d1_cfd9_4224_b664_5b0e570fb7e5,,yes,no,october,2016.0,,sin contacto previo
32.0,admin_,married,university_degree,unknown,True,False,cellular,134,4,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2016-10-18,36.164,-101.177,9d8cef73_821f_491c_b476_3fd4b58eda38,,yes,no,october,2016.0,,sin contacto previo
53.0,admin_,married,basic_9y,False,True,False,cellular,158,1,999,0,nonexistent,1.4,93.749,-36.1,4.966,5228.1,no,2016-12-25,45.952,-80.129,4a21defd_9957_4d45_96ae_d785967fd21e,no,yes,no,december,2016.0,,sin contacto previo
32.0,technician,single,university_degree,False,True,False,cellular,645,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,,48.343,-122.556,01d7e7b3_5814_48e5_923b_460472a506b5,no,yes,no,,,,sin contacto previo
46.0,services,married,university_degree,False,False,False,cellular,246,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-02-22,41.334,-103.756,1d8a58e9_7955_4202_bd6c_4094eb1dddfe,no,no,no,february,2016.0,,sin contacto previo
32.0,technician,single,professional_course,False,True,False,cellular,473,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2018-11-20,29.645,-113.208,5ebc43c1_2309_4df2_9f54_737b9b0e576b,no,yes,no,november,2018.0,,sin contacto previo
50.0,admin_,married,university_degree,False,True,False,cellular,304,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-11-08,31.612,-114.797,b230cd7e_4579_41c6_8eae_1aa8fb6b29c3,no,yes,no,november,2017.0,,sin contacto previo
31.0,technician,single,high_school,False,True,True,cellular,559,2,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,yes,2016-06-29,43.474,-111.573,1e20c262_c7c7_4151_8254_91eb30217eb9,no,yes,yes,june,2016.0,,sin contacto previo
32.0,technician,single,university_degree,False,False,False,cellular,264,12,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2018-12-11,35.941,-76.946,68f47a8a_58fb_4039_8de1_56ae46190091,no,no,no,december,2018.0,,sin contacto previo
38.0,management,married,basic_9y,False,True,False,cellular,100,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-07-16,41.596,-113.529,4d99f519_c256_47b8_a93e_0e82e3eb3de3,no,yes,no,july,2019.0,,sin contacto previo
32.0,technician,single,university_degree,False,False,True,cellular,1092,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2016-07-30,25.669,-121.527,b77090e4_df35_4464_ae56_c6bb48d6f256,no,no,yes,july,2016.0,,sin contacto previo
41.0,technician,married,professional_course,False,False,False,cellular,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-04-07,45.066,-92.344,d3e899d1_2e0b_4297_a7a6_9ecac8184fb4,no,no,no,april,2016.0,,sin contacto previo
41.0,technician,married,professional_course,False,True,False,cellular,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-01-11,40.164,-119.459,df7618e2_c601_4576_966f_460783d656df,no,yes,no,january,2015.0,,sin contacto previo
49.0,retired,divorced,professional_course,False,True,True,telephone,128,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-09-28,41.826,-121.259,4e709d68_542d_4515_950d_8d354d0fa840,no,yes,yes,september,2015.0,,sin contacto previo
36.0,admin_,single,university_degree,False,True,False,cellular,1344,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2015-03-07,37.264,-78.838,eafc4468_6152_4c4d_a0dc_dac050ae17dc,no,yes,no,march,2015.0,,sin contacto previo
41.0,technician,married,professional_course,False,True,False,cellular,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-12-19,48.009,-120.29,f11656a3_7690_47d2_93f7_368522638986,no,yes,no,december,2019.0,,sin contacto previo
35.0,technician,single,university_degree,False,False,False,cellular,218,4,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2018-11-02,34.035,-95.241,f9107abf_1edf_45ac_abdd_96a26a73fbcc,no,no,no,november,2018.0,,sin contacto previo
38.0,blue_collar,married,basic_4y,unknown,True,False,cellular,178,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-01-29,24.903,-117.963,77ca10b7_71a7_4d9f_b099_7a8e748cb83f,,yes,no,january,2019.0,,sin contacto previo
31.0,services,single,university_degree,unknown,True,False,cellular,1307,3,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,yes,2018-11-24,43.548,-105.506,797b1e90_f0b1_4927_b87c_7e81c9bfbf2f,,yes,no,november,2018.0,,sin contacto previo
56.0,admin_,married,university_degree,False,True,False,cellular,153,4,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2015-11-05,40.157,-119.737,6fbd535f_6fec_427d_9f77_4376fd6026ee,no,yes,no,november,2015.0,,sin contacto previo
38.0,technician,married,professional_course,False,True,False,cellular,1344,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2017-03-14,39.81,-95.18,a929f68f_1fd4_4b76_a20b_020babd5e10c,no,yes,no,march,2017.0,,sin contacto previo
38.0,housemaid,married,basic_4y,False,False,False,cellular,168,5,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2019-07-16,48.648,-110.939,ae6a3235_e445_4d14_bb0b_db501077e3ff,no,no,no,july,2019.0,,sin contacto previo
48.0,blue_collar,married,basic_9y,unknown,False,False,cellular,213,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-09-09,35.048,-104.001,9b6ecbca_a6a3_4595_a30f_d2265d0f3d4e,,no,no,september,2015.0,,sin contacto previo
46.0,blue_collar,married,basic_4y,unknown,True,False,cellular,978,1,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,yes,2018-04-20,46.291,-113.023,10f408d8_cad1_485f_a7fb_2141835909ab,,yes,no,april,2018.0,,sin contacto previo
54.0,blue_collar,married,basic_4y,unknown,True,False,cellular,781,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2015-02-02,27.407,-80.627,d5611e5c_808e_48e6_95b4_0ba3f3f97e44,,yes,no,february,2015.0,,sin contacto previo
32.0,admin_,married,university_degree,False,False,False,cellular,588,3,999,0,nonexistent,1.4,93.749,-36.1,4.966,5228.1,no,2017-08-25,25.621,-87.762,384094ee_adeb_454d_98d3_b3dd003d90db,no,no,no,august,2017.0,,sin contacto previo
38.0,technician,divorced,professional_course,False,True,False,cellular,75,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-02-28,46.706,-119.325,cffa4504_7fe5_4ddf_91a4_1fdd89f98ac1,no,yes,no,february,2018.0,,sin contacto previo
31.0,housemaid,married,basic_4y,False,False,False,cellular,145,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-01-22,38.682,-109.915,a1405900_a238_4420_8736_9c126b6ff040,no,no,no,january,2017.0,,sin contacto previo
46.0,blue_collar,married,basic_4y,unknown,True,False,cellular,42,4,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2019-08-27,46.243,-104.763,e31cb2cc_919c_4477_8747_e9529b2e67a2,,yes,no,august,2019.0,,sin contacto previo
54.0,services,married,basic_4y,False,True,False,cellular,50,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2019-11-19,37.88,-91.65,7a59576c_aeac_43de_9abe_54014b0ba089,no,yes,no,november,2019.0,,sin contacto previo
38.0,technician,single,university_degree,False,False,False,cellular,432,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2017-10-13,25.816,-84.485,7a124486_9ce2_479a_914a_041a690bc9d6,no,no,no,october,2017.0,,sin contacto previo
40.0,management,married,university_degree,False,False,True,cellular,454,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-03-01,25.918,-115.767,09d3364b_b3b2_49b2_95f6_1f8b1ecfed82,no,no,yes,march,2018.0,,sin contacto previo
38.0,admin_,single,university_degree,False,False,False,cellular,1613,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,2019-05-24,38.766,-67.527,acf39bf9_9bc6_4e05_b934_a46e42c4bf82,no,no,no,may,2019.0,,sin contacto previo
31.0,admin_,married,university_degree,False,False,False,cellular,141,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-07-16,29.805,-86.53,b93889dc_b49d_48ea_8bd5_726e706f66ed,no,no,no,july,2017.0,,sin contacto previo
38.0,blue_collar,married,basic_9y,unknown,True,False,cellular,439,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2016-01-08,35.994,-70.659,b558a5f7_f8ce_4a85_8344_1cbc79730e88,,yes,no,january,2016.0,,sin contacto previo
34.0,technician,single,university_degree,False,False,False,cellular,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2017-04-30,36.43,-124.52,25348c81_6693_4bb3_b404_870d933ae097,no,no,no,april,2017.0,,sin contacto previo
53.0,management,married,university_degree,False,False,False,cellular,864,3,999,0,nonexistent,1.4,93.444,-36.1,4.857,5228.1,no,2015-08-24,44.8,-76.645,be5c0301_39e7_4e4b_8068_1924d76256b4,no,no,no,august,2015.0,,sin contacto previo
49.0,blue_collar,married,basic_9y,unknown,False,False,cellular,474,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,2018-01-25,34.332,-118.084,e2040365_75d2_4c9e_971f_591e216f4e99,,no,no,january,2018.0,,sin contacto previo
